Camera Name,Count (Professional),Count (Non-professional)
Canon PowerShot SD770 IS,1,0
FinePix Z3,1,0
ST150F/ST151F/ST152F,1,0
HTC Vision,1,0
iPad Pro (10.5-inch),1,0
Nexus One,1,0
COOLPIX P100   ,1,0
COOLPIX L1,1,0
"X200,D560Z,C350Z",1,0
SM-T520,1,0
"u740,S740",1,0
GT-I9000,1,0
SM-G973U1,1,0
COOLPIX S70,1,0
W980,1,0
SM-J710F,1,0
Camera,1,0
HP PhotoSmart 315,1,0
EX-S20,1,0
FRD-L09,1,0
503CX,1,0
COOLPIX L840,0,7
COOLPIX S3300,0,5
Canon DIGITAL IXUS 750,0,8
iPhone XS,0,4
Canon EOS 5D,0,177
Canon EOS-1D Mark III,0,17
NIKON D7000,0,574
Canon EOS 5D Mark II,0,623
NIKON D70s,0,79
SM-G361F,0,1
ILCE-6000,0,197
Canon EOS DIGITAL REBEL XSi,0,191
FinePix S5Pro,0,7
D5100,0,1
NIKON D50,0,182
Canon EOS 600D,0,351
Canon EOS 5D Mark III,0,469
Canon EOS DIGITAL REBEL XS,0,112
iPhone 4S,0,96
d-lab.2/3,0,7
Canon EOS DIGITAL REBEL XTi,0,259
NIKON D3100,0,409
SLT-A99V,0,19
DSC-P52,0,8
NIKON D5200,0,205
NIKON D3400,0,46
iPhone,0,54
Canon EOS 40D,0,266
Canon EOS REBEL T3i,0,286
QSS-32_33,0,36
Canon EOS Rebel T6,0,52
NIKON D610,0,136
iPhone 7,0,38
SM-C115,0,1
Canon EOS 70D,0,310
SM-G900I,0,1
Canon EOS 400D DIGITAL,0,306
PerfectionV700,0,11
NIKON D700,0,208
PENTAX K10D        ,0,5
Canon EOS M3,0,12
DSC-W35,0,8
Canon EOS 20D,0,144
PENTAX Optio RZ10,0,2
DSLR-A350,0,33
NIKON D3000,0,199
NIKON D90,0,576
Canon EOS Kiss X2,0,12
DSC-W55,0,27
NIKON D3300,0,196
Canon EOS 450D,0,281
Canon EOS REBEL T3,0,106
NIKON D80,0,376
Canon EOS 7D,0,578
Canon EOS 60D,0,479
DMC-FT4,0,1
SLT-A65V,0,70
NIKON D7100,0,380
NIKON D2H,0,2
NIKON D5100,0,390
Canon PowerShot G7,0,22
E-M5,0,87
Canon EOS 100D,0,68
Canon PowerShot SD550,0,13
EX-S500,0,5
DSLR-A700,0,34
Canon PowerShot A95,0,13
Canon EOS 550D,0,270
Canon PowerShot G2,0,13
NIKON D750,0,242
DMC-FZ100,0,16
DMC-TZ3,0,26
Canon EOS 500D,0,180
VLUU ST50/ SAMSUNG ST50,0,2
ILCA-77M2,0,20
NIKON D200,0,126
E-M1,0,87
COOLPIX P510,0,61
COOLPIX S9100,0,4
Canon PowerShot SX120 IS,0,20
NIKON D5500,0,82
Canon EOS 6D,0,492
DMC-LZ5,0,3
NIKON D600,0,140
DSLR-A550,0,19
DMC-FZ30,0,15
Canon PowerShot G1 X Mark II,0,5
KODAK EASYSHARE Z950 DIGITAL CAMERA,0,2
FinePix A820,0,3
PENTAX K-5 II s,0,16
Canon EOS 10D,0,30
Canon PowerShot SD600,0,18
DSLR-A390,0,9
"FE170,X760",0,4
FinePix HS20EXR,0,23
E-500,0,38
Canon EOS Rebel T6i,0,47
SP-3000,0,43
DSC-HX50V,0,7
NEX-7,0,32
DMC-FX60,0,3
GR DIGITAL 2   ,0,2
NIKON D5300,0,171
VTR-L29,0,2
Canon EOS REBEL T2i,0,206
FinePix S4000,0,9
Canon PowerShot SX130 IS,0,26
DMC-LX100,0,17
NV11,0,1
VLUU NV11,0,1
NIKON D40,0,268
NIKON D3200,0,332
NIKON D7200,0,204
C7070WZ,0,2
PENTAX K-3,0,40
Canon PowerShot A2300,0,4
Canon EOS REBEL T5,0,44
Canon PowerShot SX210 IS,0,13
OpticFilm 8100,0,5
NIKON D70,0,121
NIKON D800,0,198
Canon EOS 50D,0,205
DSC-W50,0,13
PENTAX K10D,0,31
Canon EOS REBEL T4i,0,47
Canon EOS 350D DIGITAL,0,165
PENTAX K-S2,0,5
iPhone 5c,0,31
Canon EOS 80D,0,89
X-Pro1,0,31
"uD800,S800",0,3
Canon EOS DIGITAL REBEL XT,0,186
DMC-GH2,0,9
NEX-5T,0,19
iPhone 5,0,106
Hasselblad H2D-39,0,2
"C3100Z,C3020Z",0,3
DMC-GF1,0,17
HP Scanjet e709n,0,1
COOLPIX L3,0,5
COOLPIX P7100,0,3
Canon EOS 1000D,0,131
KODAK Z812 IS ZOOM DIGITAL CAMERA,0,8
"u10D,S300D,u300D",0,7
iPhone SE,0,35
GT-N7000,0,4
NIKON D300S,0,73
KODAK EasyShare Z981 Digital Camera,0,6
Canon PowerShot G7 X Mark II,0,10
Canon PowerShot SX20 IS,0,20
FinePix XP80 XP81 XP85,0,1
iPhone 6,0,102
NIKON D5000,0,209
KODAK EasyShare Z990 Digital Camera,0,4
DSC-RX10M4,0,7
Canon EOS-1D X,0,34
NEX-6,0,35
X-M1,0,14
DMC-LX5,0,17
DSC-F828,0,25
Canon PowerShot SD890 IS,0,2
Canon PowerShot G9,0,43
X-T1,0,116
PENTAX Optio S50,0,1
E-M5MarkII,0,33
Canon PowerShot S5 IS,0,62
"u750,S750",0,2
Canon PowerShot A710 IS,0,16
iPhone 4,0,91
X-T3,0,19
Canon PowerShot A400,0,5
DMC-FX2,0,1
DV5300SE,0,1
NIKON D850,0,75
PENTAX K20D,0,28
Canon PowerShot SX10 IS,0,40
X10,0,23
Canon PowerShot G11,0,34
E4600,0,12
FC300X,0,2
Canon PowerShot S50,0,10
COOLPIX L110,0,19
ILCE-7,0,83
Canon EOS 1200D,0,74
KODAK Z712 IS ZOOM DIGITAL CAMERA,0,11
X20,0,15
FE230/X790             ,0,1
Canon EOS 1100D,0,160
Canon PowerShot SD700 IS,0,11
NIKON D60,0,205
FinePix S5700 S700,0,33
DMC-FS5,0,3
NX300,0,13
iPhone 5s,0,80
NIKON D40X,0,126
NIKON D5600,0,22
iPad mini,0,7
LG-D855,0,10
NIKON D4,0,34
X-E2,0,46
Canon DIGITAL IXUS 950 IS,0,4
Canon DIGITAL IXUS 55,0,10
Canon PowerShot SX110 IS,0,21
HUAWEI-M931,0,1
Canon PowerShot SX240 HS,0,4
Canon EOS 4000D,0,6
Canon EOS 30D,0,113
Canon DIGITAL IXUS 70,0,8
FinePix S9500,0,20
NIKON 1 J2,0,4
GR Digital,0,6
NIKON D800E,0,43
SLT-A58,0,48
COOLPIX P330,0,5
NIKON D300,0,242
FinePix S1000fd,0,17
Canon PowerShot SD800 IS,0,16
Canon EOS 5DS R,0,24
DSLR-A100,0,69
ILCE-7M2,0,92
Canon EOS DIGITAL REBEL,0,61
Canon EOS 1300D,0,36
Caplio R4,0,2
DMC-FZ1000,0,23
SM-G960U1,0,1
DMC-TZ5,0,22
Canon EOS REBEL SL1,0,18
SM-G386T1,0,1
DSC-W7,0,14
Canon PowerShot SD900,0,8
E-M10,0,60
DMC-FZ8,0,19
"X100,D540Z,C310Z",0,9
PENTAX K-5,0,70
iPhone 6 Plus,0,27
Test_Pro,0,10
Canon PowerShot A430,0,6
NIKON D810,0,110
"C160,D395",0,1
Canon PowerShot SD300,0,10
DSLR-A200,0,75
Canon PowerShot S100,0,18
DiMAGE S414,0,4
Canon PowerShot A85,0,10
DMC-FH25,0,2
KODAK Z650 ZOOM DIGITAL CAMERA,0,11
COOLPIX L25,0,4
Canon EOS-1D Mark IV,0,25
DSC-T10,0,6
ILCE-7M3,0,36
E-PL1,0,23
DSC-P32,0,7
ILCE-7RM4,0,4
ADR6300,0,3
KODAK Z1285 ZOOM DIGITAL CAMERA,0,4
Canon EOS 300D DIGITAL,0,45
FinePix S4800,0,3
Canon EOS 7D Mark II,0,134
X-E1,0,40
DSC-W310,0,7
ILCE-7R,0,41
FC300XW,0,1
COOLPIX S60,0,2
Canon PowerShot S2 IS,0,55
DSC-RX100,0,59
FinePix F200EXR,0,4
Canon EOS REBEL T5i,0,51
PENTAX *ist DL,0,7
Canon PowerShot SX220 HS,0,4
Canon PowerShot SX510 HS,0,9
E-PL2,0,7
DSC-V1,0,6
HUAWEI GRA-L09,0,2
EX-Z65,0,1
COOLPIX S210,0,12
Canon PowerShot SX100 IS,0,29
NEX-C3,0,7
SIGMA SD14,0,3
SM-J510FN,0,2
ILCE-7RM2,0,66
NEX-5,0,28
Canon PowerShot SX150 IS,0,16
185,0,1
PENTAX Optio M50,0,2
NIKON Df,0,30
Canon IXY DIGITAL 70,0,2
DMC-LZ1,0,4
X-T20,0,19
SM-G900W8,0,4
DSC-P200,0,21
FinePix HS30EXR,0,9
PENTAX K200D,0,33
SM-N910C,0,2
PENTAX Optio 550,0,2
NEX-5N,0,34
DSLR-A300,0,38
DMC-TZ70,0,10
Canon PowerShot A1200,0,5
Canon EOS-1D Mark II N,0,10
Canon EOS 200D,0,8
X-T2,0,48
E8700,0,7
FinePix S1500,0,5
iPhone 7 Plus,0,32
Canon PowerShot G15,0,18
GT-I9505,0,13
PENTAX K-x,0,38
Canon PowerShot S95,0,23
Canon PowerShot A1300,0,1
Canon IXUS 220HS,0,3
Canon IXUS 230 HS,0,3
KODAK EASYSHARE C190 DIGITAL CAMERA,0,2
Canon PowerShot G1,0,1
ILCE-5100,0,15
NIKON D500,0,54
Canon PowerShot SD870 IS,0,6
PENTAX K-r,0,29
X-Pro2,0,18
X-T10,0,32
C700UZ,0,5
Canon EOS 700D,0,168
NIKON D3S,0,23
Canon PowerShot SX40 HS,0,50
HP PhotoSmart 715,0,2
FinePix F31fd,0,6
COOLPIX L820,0,15
DSC-S950,0,3
KODAK EASYSHARE M550 Digital Camera,0,3
PENTAX K-1,0,20
SIGMA dp0 Quattro,0,4
DMC-TZ56,0,1
DSC-RX100M6,0,3
"FE280,X820,C520",0,7
DMC-FZ38,0,26
SLT-A37,0,13
NX11,0,2
DSC-T700,0,3
DMC-FZ200,0,32
DSC-W80,0,15
E-30            ,0,1
DMC-TZ20,0,20
FinePix1300,0,2
DMC-FX12,0,5
X100S,0,40
KODAK DX7440 ZOOM DIGITAL CAMERA,0,4
FinePix S7000 ,0,3
XT1562,0,3
"C150,D390",0,2
Canon DIGITAL IXUS 100 IS,0,8
Canon EOS 650D,0,89
Canon PowerShot SX530 HS,0,11
Canon PowerShot A700,0,7
DSC-H9,0,17
Nikon SUPER COOLSCAN 5000 ED,0,4
DMC-FZ40,0,6
Canon EOS M,0,22
Canon PowerShot G3,0,9
Canon PowerShot A1000 IS,0,15
COOLPIX P900,0,27
Canon EOS REBEL T1i,0,115
EZ Controller,0,18
"FE5010,X915",0,1
Canon PowerShot SX50 HS,0,53
DMC-FZ7,0,23
COOLPIX L340,0,2
Nexus 5,0,14
EX-P700,0,2
Canon PowerShot SX30 IS,0,37
G3221,0,1
DMC-GH1,0,7
DMC-FZ300,0,2
Canon IXUS 125 HS,0,3
SM-T800,0,1
FinePix HS35EXR,0,2
DSC-S930,0,8
"u850SW,S850SW",0,2
"C4100Z,C4000Z",0,8
NEX-F3,0,7
Lumia 630 Dual SIM,0,1
Canon PowerShot S3 IS,0,111
E-M10MarkII,0,34
DSC-P72,0,9
DMC-LX3,0,23
M9 Digital Camera,0,26
FinePix F480,0,2
"C830L,D340R",0,1
Canon EOS M5,0,9
DSC-W380,0,3
SP-2000,0,27
NIKON D3,0,33
DMC-FZ72,0,43
FinePix S2000HD,0,9
Canon PowerShot A520,0,17
DMC-FZ50,0,21
FinePix F810,0,5
DSC-H55,0,8
E-M1MarkII,0,25
KODAK EASYSHARE M340 Digital Camera,0,2
Canon PowerShot SX200 IS,0,9
Canon PowerShot SD850 IS,0,11
Canon PowerShot G12,0,22
GX-1L,0,2
FinePix F455   ,0,1
Canon PowerShot A620,0,17
COOLPIX S7000,0,8
E-600,0,2
FinePix S9600,0,8
Canon PowerShot A20,0,3
iPad 2,0,2
FinePix J10,0,5
EX-S600,0,5
ILCE-6600,0,4
LEICA M (Typ 240),0,15
FinePix SL260,0,1
KODAK EASYSHARE C813 ZOOM DIGITAL CAMERA,0,11
"X-3,C-60Z",0,5
DMC-FZ28,0,39
Canon EOS 750D,0,36
COOLPIX L20,0,5
Canon PowerShot G16,0,18
iPhone 11 Pro,0,9
RICOH GR III,0,4
DSC-T200,0,5
DSLR-A500,0,12
DSC-W100,0,10
COOLPIX P2,0,13
SAMSUNG GX20,0,4
GFX 50R,0,1
DSC-S500,0,1
Canon PowerShot SD630,0,13
ILCE-3000,0,21
DMC-FZ10,0,3
FinePix Z20fd,0,3
Canon PowerShot A480,0,6
SLT-A33,0,9
"Kindle Fire HDX 8.9""",0,1
NEX-3N,0,6
Prestigio,0,1
SM-G960F,0,2
Canon PowerShot SD100,0,4
PENTAX K-3 II,0,13
MP240 series,0,1
GR II,0,4
EX-Z80,0,3
SLT-A77V,0,60
DMC-LX7,0,8
Canon PowerShot SX160 IS,0,7
FinePix S5500,0,11
DMC-FZ18,0,30
GT-I9060,0,1
SM-C7000,0,1
ALE-L21,0,3
DMC-FZ150,0,16
SM-G7105L,0,1
E-450,0,4
FinePix S5800 S800,0,7
MD86732,0,1
5130c-2,0,1
Canon EOS Kiss Digital X,0,16
Canon PowerShot SD750,0,15
E-M10 Mark III,0,4
ILCE-7M4,0,2
Nexus S,0,1
E-PL5,0,20
Canon DIGITAL IXUS 50,0,9
SM-J730GM,0,2
KODAK Z740 ZOOM DIGITAL CAMERA,0,22
Canon PowerShot SX260 HS,0,15
SCH-I545,0,5
FinePix SL1000,0,5
Canon PowerShot SX610 HS,0,7
HP Scanjet djf300,0,1
Canon PowerShot SD450,0,19
STYLUS1         ,0,2
COOLPIX S9700,0,1
DSC-W210,0,8
Canon EOS 5D Mark IV,0,84
X100T,0,29
DMC-LZ7,0,6
KODAK C310 DIGITAL CAMERA,0,1
LG-E400,0,1
LC-A,0,1
"FE340,X855,C560",0,2
Nikon D3200,0,1
NEM-L51,0,3
DSC-R1,0,8
PEN-F,0,13
Redmi 3S,0,3
Canon DIGITAL IXUS 65,0,8
CYBERSHOT,0,68
<Samsung D70 / D75 / S730 / S750>,0,5
GT-I9300,0,21
COOLPIX S3000,0,3
DSC-H2,0,17
GT-I9000,0,5
NIKON 1 J1,0,9
Canon EOS M6,0,5
KODAK EASYSHARE Z915 DIGITAL CAMERA,0,6
SAMSUNG WB650 / VLUU WB650 / SAMSUNG WB660,0,3
NIKON Z 6,0,3
DMC-G10,0,7
COOLPIX L18,0,9
DMC-GX7,0,22
CD MAVICA,0,2
Canon EOS 77D,0,20
N95 8GB,0,3
DSLR-A230,0,20
KODAK LS753 ZOOM DIGITAL CAMERA,0,5
E-500           ,0,9
DMC-ZS25,0,2
DMC-GX7MK2,0,3
Kodak CLAS Digital Film Scanner / HR200,0,3
Canon EOS-1Ds Mark II,0,18
DSC-H5,0,23
FinePix A203,0,2
Canon DIGITAL IXUS 85 IS,0,3
FinePix S3Pro,0,3
DMC-LX2,0,11
E880,0,1
COOLPIX S9900,0,3
Canon PowerShot S90,0,16
"FE210,X775",0,4
EX-Z2300,0,1
SLT-A55V,0,31
LT25i,0,1
DMC-TZ100,0,3
E-510           ,0,7
iPhone 8 Plus,0,15
N70-1,0,4
272,0,2
PENTAX K-7,0,18
GT-I9100,0,10
Nexus 6,0,1
Canon PowerShot SD500,0,15
"FE47,X43",0,1
E8800,0,7
KODAK P712 ZOOM DIGITAL CAMERA,0,2
DSC-HX10V,0,2
GT-I9305,0,2
FinePix40i,0,1
HERO4 Session,0,1
PENTAX K-50,0,25
Canon EOS R,0,13
E3700,0,2
Canon EOS M10,0,2
NIKON D2X,0,17
COOLPIX P80  ,0,5
Oregon 550t,0,6
Lumia 925,0,2
LS-9000,0,4
TG-4,0,7
COOLPIX S3600,0,9
Canon PowerShot A420,0,6
EVA-L09,0,4
E-510,0,30
DMC-TZ60,0,17
SPH-D710,0,1
SLP1000SE,0,8
NX1,0,4
Canon PowerShot A40,0,5
DSC-W40,0,2
DMC-FZ5,0,13
DSC-T20,0,6
COOLPIX P5100,0,6
COOLPIX L10,0,7
DSC-RX100M4,0,13
SM-G925I,0,2
Canon EOS-1Ds Mark III,0,26
DMC-TZ40,0,18
PENTAX Optio E50,0,1
DSC-H50,0,24
X30,0,5
Canon PowerShot S30,0,5
SP-1500,0,3
HP PhotoSmart C935 (V03.40),0,2
PENTAX *ist DL2,0,2
Canon DIGITAL IXUS 80 IS,0,17
BlackBerry 9320,0,1
FinePix S100FS,0,3
COOLPIX L24,0,2
KODAK EASYSHARE M753 ZOOM DIGITAL CAMERA,0,2
XZ-1,0,11
COOLPIX S6150,0,2
iPad,0,9
VH210,0,2
Canon PowerShot A530,0,22
Canon PowerShot SD1000,0,15
X-A1,0,5
SM-G920F,0,14
KODAK CX7525 ZOOM DIGITAL CAMERA,0,2
COOLPIX S8100  ,0,3
SM-G920V,0,3
PENTAX K110D,0,2
Canon PowerShot A75,0,15
"C300Z,D550Z",0,5
LEICA X2,0,4
E-420,0,19
PENTAX K100D Super,0,9
E72-1,0,3
Pre,0,1
NIKON D7500,0,30
E3200,0,13
iPhone 6s,0,65
"FE330,X845,C550",0,1
DSC-HX5V,0,6
A1230,0,2
TG-610,0,1
iPhone 8,0,18
COOLPIX S550,0,6
Canon PowerShot A570 IS,0,9
DMC-GX80,0,7
Canon PowerShot G10,0,38
ILCE-7RM3,0,33
FC6310,0,3
DSC-RX100M3,0,20
E-400,0,6
LT26w,0,1
DSC-W290,0,12
DC-G9,0,8
Canon IXY DIGITAL 910 IS,0,5
PDR-3320,0,1
Samsung L201 / VLUU L201,0,2
DSC-W350,0,7
EX-S5,0,1
SZ-30MR,0,1
Canon DIGITAL IXUS 500,0,4
EX-Z60,0,1
COOLPIX L2,0,5
SM-G955U,0,3
KODAK EASYSHARE CX7300 DIGITAL CAMERA,0,4
E-PL6,0,4
DiMAGE Z1,0,4
SAMSUNG-SM-G900A,0,4
COOLPIX S570,0,8
GR,0,33
FinePix S6500fd,0,18
FinePix S2000HD S2100HD,0,7
DigitalCam Pro,0,2
XT1033,0,1
FinePix S3200,0,5
MAXXUM 5D,0,5
iPhone 3GS,0,29
Canon PowerShot S80,0,7
"u725SW,S725SW",0,1
COOLPIX S5300,0,1
DMC-LS80,0,5
Canon PowerShot SX410 IS,0,5
RICOH GX200,0,2
"SAMSUNG PL120,PL121 / VLUU PL120,PL121",0,2
Canon PowerShot SX400 IS,0,8
PENTAX *ist DS,0,7
HP PhotoSmart R507 (V01.00)d,0,2
SAMSUNG ES25,0,1
ES27 / VLUU ES25,0,1
ES27 / SAMSUNG SL45,0,1
SM-J500FN,0,1
COOLPIX S3100,0,8
FinePix F20,0,3
KODAK EasyShare Z981 Digital Camera     ,0,2
DMC-G3,0,22
DSC-T100,0,11
E990,0,7
"C2Z,D520Z,C220Z",0,5
P905i,0,1
Lumia 730 Dual SIM,0,1
DMC-L1,0,1
X-H1,0,3
NIKON D3500,0,11
PENTAX K-5 II,0,12
DMC-GX1,0,16
KODAK C875 ZOOM DIGITAL CAMERA,0,1
"FE220,X785",0,4
PENTAX Optio S5i ,0,3
SAMSUNG i70,0,1
X500,0,1
E5200,0,10
SGH-i900,0,1
ONEPLUS A3003,0,1
Canon PowerShot A650 IS,0,9
DiMAGE E323,0,1
Canon PowerShot A580,0,4
SP590UZ,0,6
DSC-W800,0,3
Canon DIGITAL IXUS 75,0,13
Canon DIGITAL IXUS 900Ti,0,2
HP ScanJet 4600,0,1
SIGMA DP3 Merrill,0,5
A1455,0,1
KODAK P880 ZOOM DIGITAL CAMERA,0,2
iPhone X,0,17
vivo 1723,0,1
Nikon SUPER COOLSCAN 4000 ED,0,2
Canon PowerShot SX60 HS,0,48
E1030,0,1
DMC-FS42,0,1
Canon EOS 6D Mark II,0,32
"u-miniD,Stylus V",0,5
PENTAX K-30,0,27
DSC-W330,0,4
LG-H870DS,0,1
KODAK DC240 ZOOM DIGITAL CAMERA,0,1
Canon DIGITAL IXUS 60,0,6
KODAK PlaySport Video Camera,0,2
Zx3,0,2
Canon PowerShot A630,0,13
SM-C900F,0,2
K750i,0,7
KODAK C340 ZOOM DIGITAL CAMERA,0,4
DSC-HX9V,0,12
WB150 / WB150F / WB152 / WB152F / WB151 / WB151F / WB140,0,3
FinePix X100,0,36
KODAK EASYSHARE V803 ZOOM DIGITAL CAMERA,0,3
KODAK EASYSHARE CX6200 DIGITAL CAMERA,0,3
Canon EOS Rebel SL2,0,3
Canon PowerShot A720 IS,0,38
DSC-HX200V,0,10
DMC-GF3,0,16
KODAK EASYSHARE Z8612 IS Digital Camera,0,6
FinePix S5600,0,15
E5700,0,11
NIKON D3X,0,5
KODAK LS443 ZOOM DIGITAL CAMERA,0,3
PENTAX K-S1,0,3
Canon PowerShot S1 IS,0,10
OpticFilm 7200,0,1
SGH-I9220,0,1
DMC-TZ7,0,13
FinePix Z1,0,4
Lumia 540 Dual SIM,0,1
NIKON D100 ,0,6
SAMSUNG ES73 / VLUU ES73 / SAMSUNG SL605,0,3
DYNAX 5D,0,7
FE190/X750,0,3
DMC-TZ25,0,6
E-PM2,0,12
V2_Viper_I_TM,0,1
hp PhotoSmart 43x series,0,2
HDC-856E,0,1
PENTAX Optio LS1100,0,1
VS980 4G,0,6
MB860,0,3
vivo 1611,0,1
KODAK EASYSHARE C1013 DIGITAL CAMERA,0,16
KODAK EASYSHARE M1073 IS DIGITAL CAMERA,0,1
COOLPIX L12,0,3
Canon EOS D60,0,9
E995,0,6
COOLPIX L31,0,1
DMC-FS15,0,2
Samsung S850,0,4
SM-N900V,0,1
DSC-H10,0,10
FinePix A205,0,3
NIKON D100,0,9
KODAK V705 DUAL LENS DIGITAL CAMERA,0,1
5800 Xpres,0,6
PerfectionV600,0,1
Canon PowerShot S400,0,8
SGH-T999,0,2
252,0,1
Moto G (4),0,3
C730UZ,0,4
Canon DIGITAL IXUS 90 IS,0,6
DSC-RX1R,0,3
W610i,0,1
DMC-GM1,0,4
DSC-P92,0,5
Canon EOS Kiss X7,0,6
GT-I8262,0,2
ILCE-5000,0,21
iPhone 6s Plus,0,16
WB250F/WB251F/WB252F,0,4
"FE270,X815,C510",0,3
FinePix S5000,0,11
DSLR-A900,0,14
ILCE-6300,0,30
FinePix S2500HD,0,4
KODAK CX6330 ZOOM DIGITAL CAMERA,0,8
COOLPIX L110   ,0,1
Nexus 5X,0,3
SLT-A35,0,9
"u1040,S1040            ",0,1
Canon DIGITAL IXUS 120 IS,0,2
DMC-G5,0,11
SM-N950F,0,2
LG-H815,0,3
A853,0,1
CLT-L29,0,4
DC-S1R,0,1
VS835,0,1
DMC-ZS19,0,3
DMC-ZS20,0,3
KODAK DX6490 ZOOM DIGITAL CAMERA,0,11
DSC-T77,0,5
DMC-LZ2,0,6
DMC-FZ70,0,11
DSC-H1,0,20
DMC-G1,0,15
GR DIGITAL 2,0,4
COOLPIX L120,0,11
DSC-T7,0,5
HP Scanjet dj_d02c,0,1
DSC-TX1,0,1
Canon PowerShot ELPH 330 HS,0,1
PENTAX K-30        ,0,5
"u30D,S410D,u410D",0,7
Canon IXUS 170,0,1
PENTAX Q7,0,4
DiMAGE X21,0,1
DMC-TZ10,0,13
COOLPIX S7c,0,3
Canon EOS Kiss X4,0,20
FinePix AV120,0,2
COOLPIX P530,0,9
COOLPIX P50  ,0,1
SAMSUNG ES70,0,4
ES71 / VLUU ES70,0,4
ES71 / SAMSUNG SL600,0,4
C725UZ,0,2
Canon PowerShot SD1100 IS,0,27
COOLPIX L810,0,10
COOLPIX S8000,0,5
E-3,0,18
COOLPIX P80,0,14
NX3000,0,7
C (Typ 112),0,3
N900,0,1
P5_eMagic,0,1
FinePix Z85/Walmart,0,1
iPhone 3G,0,10
Canon PowerShot G1 X,0,11
FinePix S8500,0,4
SM-A500FU,0,4
Canon DIGITAL IXUS 430,0,4
COOLPIX S5,0,4
DC-GX800,0,1
E-410,0,25
TG-820,0,3
ONEPLUS A5000,0,2
DROIDX 5bb400017ff00000015a9ca61400e029,0,1
Canon PowerShot A590 IS,0,28
DSC-W70,0,12
DSC-W300,0,9
SPH-A900,0,2
SAMSUNG,0,3
"
ICAiAg==
",0,1
DSC-WX5,0,2
Frontier SP500,0,2
DiMAGE A2,0,2
PENTAX Optio M90,0,1
GT-S6310N,0,1
SP350,0,3
Canon PowerShot SX170 IS,0,7
GT-I8190,0,2
HP oj5500,0,1
Canon IXY DIGITAL 700,0,2
COOLPIX P600,0,15
DMC-TZ41,0,2
D-LUX2,0,1
COOLPIX L4,0,4
DMC-SZ1,0,2
"VG160,X990,D745",0,2
NIKON 1 J4,0,3
FinePix S1000fd   ,0,3
CYBERSHOT U,0,1
Pro 815    ,0,1
DMC-FX30,0,4
COOLPIX S200,0,2
COOLPIX P7000,0,4
Canon PowerShot A1100 IS,0,8
SGH-I337M,0,1
FinePix2650,0,3
FinePix S5200,0,3
SM-G935F,0,10
DMC-FT2,0,1
Canon PowerShot S45,0,4
DMC-G6,0,13
Canon EOS-1D X Mark II,0,13
PENTAX Optio W90,0,1
NEX-5R,0,17
KODAK Z612 ZOOM DIGITAL CAMERA,0,4
DMC-FS62,0,2
SM-S902L,0,1
FinePix S2950,0,5
EX-Z57,0,4
PENTAX K-r         ,0,3
COOLPIX L1,0,5
EX-Z1200   ,0,1
Canon PowerShot SX600 HS,0,3
DSC-T70,0,4
Canon PowerShot SX280 HS,0,4
Canon PowerShot SD110,0,4
LEICA M10,0,4
Canon DIGITAL IXUS 960 IS,0,5
DMC-FS8,0,1
X-T30,0,1
COOLPIX S4000,0,5
EX-Z4  ,0,1
SLT-A57,0,18
iPhone 11,0,7
DSC-HX400V,0,14
DMC-FZ48,0,5
Canon EOS Kiss X5,0,18
DMC-FZ330,0,2
Arapaho,0,1
LG-H850,0,2
DMC-FX9,0,3
Canon PowerShot ELPH 130 IS,0,2
340,0,1
NIKON D2Xs,0,2
DMC-FZ35,0,25
Canon PowerShot SD790 IS,0,6
DSC-N1,0,11
PENTAX K-50        ,0,1
DSC-W120,0,12
COOLPIX S560,0,4
V-LUX 1,0,3
PENTAX Optio 555,0,3
SM-A520F,0,5
DiMAGE 7i,0,2
HP psc1600,0,1
SAMSUNG I8510,0,1
E-PM1,0,7
"FE4030,X950",0,2
KODAK V610 DUAL LENS DIGITAL CAMERA,0,4
N85,0,1
DSC-QX10,0,2
FinePix AV200,0,1
iPhone 13 Pro,0,2
DCR-HC94E,0,1
DSC-H7,0,11
SAMSUNG GX10,0,6
DMC-GH3,0,8
KODAK Z700 ZOOM DIGITAL CAMERA,0,4
DSC-W320,0,14
COOLPIX L11,0,6
VSCOcam,0,1
Canon PowerShot S330,0,2
F8331,0,2
DSC-WX100,0,4
DSC-HX100V,0,14
E-P3,0,5
DMC-G7,0,11
SAMSUNG-SM-N900A,0,1
DS5MP,0,2
DMC-G2,0,11
CPH1701,0,1
M2101K6G,0,1
E-1,0,4
COOLPIX P100,0,11
WT19i,0,2
C5050Z,0,5
E-P5,0,5
KODAK LS633 ZOOM DIGITAL CAMERA,0,1
SM-G928F,0,2
SM-J250G,0,1
IR-300,0,2
E-520           ,0,6
DMC-GF2,0,3
SP550UZ                ,0,3
COOLPIX L5,0,6
Canon PowerShot A80,0,21
Lumia 640 LTE,0,2
PENTAX K200D       ,0,3
E5600,0,11
DMC-FX10,0,4
FinePix S8000fd,0,9
CanoScan 8800F,0,7
COOLPIX P50,0,3
E-5,0,11
E-M5MarkII      ,0,5
Canon EOS Kiss F,0,1
FinePix HS10 HS11,0,11
Perfection2480,0,1
Canon PowerShot A490,0,5
DSC-W5,0,11
"u1060,S1060",0,1
DSC-W150,0,9
SM-G900V,0,8
Canon PowerShot G6,0,9
LS-50,0,2
E-P1,0,14
WB250F,0,1
PENTAX K-70,0,12
EK-GC100,0,3
